Timestamp(us),Sensor id,Value 0,Value 1,Value 2  
1.61099E+15,1,0.99808,0.05664,-0.00732
1.61099E+15,2,-1.52593,-0.79348,-0.24415
1.61099E+15,1,0.99661,0.05664,-0.0083
1.61099E+15,2,-1.58696,-0.79348,-0.36622
1.61099E+15,1,0.99759,0.05664,-0.00732
1.61099E+15,2,-1.46489,-0.91556,-0.24415
1.61099E+15,1,0.99808,0.05713,-0.00635
1.61099E+15,2,-1.52593,-0.79348,-0.36622
1.61099E+15,1,0.9971,0.05811,-0.00732
1.61099E+15,2,-1.46489,-0.79348,-0.30519
1.61099E+15,1,0.9971,0.05615,-0.00928
1.61099E+15,2,-1.58696,-0.54933,-0.30519
1.61099E+15,1,0.99759,0.05713,-0.00684
1.61099E+15,2,-1.52593,-0.85452,-0.30519
1.61099E+15,1,0.99808,0.05713,-0.00684
1.61099E+15,2,-1.70904,-0.4883,-0.30519
1.61099E+15,1,0.99759,0.05615,-0.00732
1.61099E+15,2,-1.58696,-0.73244,-0.30519
1.61099E+15,1,0.99857,0.05713,-0.00635
1.61099E+15,2,-1.46489,-0.73244,-0.30519
1.61099E+15,1,0.99759,0.05518,-0.00781
1.61099E+15,2,-1.52593,-0.67141,-0.30519
1.61099E+15,1,0.99808,0.05615,-0.00732
1.61099E+15,2,-1.52593,-0.61037,-0.30519
1.61099E+15,1,0.99857,0.05664,-0.00781
1.61099E+15,2,-1.40385,-0.85452,-0.24415
1.61099E+15,1,0.99759,0.05713,-0.00684
1.61099E+15,2,-1.58696,-0.61037,-0.30519
1.61099E+15,1,0.99808,0.05664,-0.00635
1.61099E+15,2,-1.52593,-0.67141,-0.30519
1.61099E+15,1,0.9971,0.05567,-0.00732
1.61099E+15,2,-1.52593,-0.79348,-0.30519
1.61099E+15,1,0.99857,0.05713,-0.00732
1.61099E+15,2,-1.648,-0.79348,-0.36622
1.61099E+15,1,0.99661,0.05762,-0.00732
1.61099E+15,2,-1.648,-0.73244,-0.30519
1.61099E+15,1,0.99808,0.05615,-0.00781
1.61099E+15,2,-1.58696,-0.79348,-0.30519
1.61099E+15,1,0.9971,0.05615,-0.00781
1.61099E+15,2,-1.46489,-0.79348,-0.24415
1.61099E+15,1,1.00101,0.05713,-0.00635
1.61099E+15,2,-1.58696,-0.54933,-0.24415
1.61099E+15,1,1.0015,0.05713,-0.00684
1.61099E+15,2,-1.648,-0.54933,-0.42726
1.61099E+15,1,0.99612,0.05664,-0.00879
1.61099E+15,2,-1.70904,-0.4883,-0.30519
1.61099E+15,1,0.99124,0.05371,-0.00928
1.61099E+15,2,-1.46489,-0.73244,-0.30519
1.61099E+15,1,0.99466,0.05518,-0.00781
1.61099E+15,2,-1.52593,-0.91556,-0.24415
1.61099E+15,1,1.00247,0.0586,-0.00586
1.61099E+15,2,-1.58696,-0.85452,-0.30519
1.61099E+15,1,1.00101,0.05908,-0.00537
1.61099E+15,2,-1.58696,-0.67141,-0.30519
1.61099E+15,1,0.99661,0.05615,-0.00879
1.61099E+15,2,-1.648,-0.54933,-0.30519
1.61099E+15,1,0.9971,0.05762,-0.00684
1.61099E+15,2,-1.58696,-0.54933,-0.36622
1.61099E+15,1,0.98929,0.05469,-0.00977
1.61099E+15,2,-1.52593,-0.73244,-0.42726
1.61099E+15,1,0.99759,0.05322,-0.0083
1.61099E+15,2,-1.52593,-1.1597,0
1.61099E+15,1,0.99661,0.05908,-0.00732
1.61099E+15,2,-1.46489,-0.79348,-0.54933
1.61099E+15,1,1.01273,0.0625,-0.00244
1.61099E+15,2,-1.46489,-0.73244,0
1.61099E+15,1,1.00687,0.05225,-0.00781
1.61099E+15,2,-1.58696,-0.85452,-0.42726
1.61099E+15,1,0.98245,0.06201,-0.00879
1.61099E+15,2,-1.58696,-0.54933,-0.73244
1.61099E+15,1,1.00296,0.04932,-0.00977
1.61099E+15,2,-1.52593,-1.22074,0.4883
1.61099E+15,1,0.99319,0.05811,-0.00928
1.61099E+15,2,-1.648,-0.42726,-1.1597
1.61099E+15,1,1.00101,0.0625,-0.00391
1.61099E+15,2,-1.648,-0.73244,0.30519
1.61099E+15,1,1.00247,0.05176,-0.00879
1.61099E+15,2,-1.52593,-0.61037,-0.54933
1.61099E+15,1,0.99124,0.06153,-0.00635
1.61099E+15,2,-1.52593,-0.79348,-0.42726
1.61099E+15,1,1.00052,0.05371,-0.00732
1.61099E+15,2,-1.648,-0.67141,0
1.61099E+15,1,0.99661,0.05518,-0.00781
1.61099E+15,2,-1.46489,-0.79348,-0.54933
1.61099E+15,1,0.99466,0.06006,-0.00635
1.61099E+15,2,-1.52593,-0.67141,-0.24415
1.61099E+15,1,1.00296,0.05127,-0.00781
1.61099E+15,2,-1.648,-0.73244,-0.18311
1.61099E+15,1,0.99271,0.05908,-0.00684
1.61099E+15,2,-1.58696,-0.54933,-0.67141
1.61099E+15,1,1.00003,0.05664,-0.00684
1.61099E+15,2,-1.40385,-0.91556,0.12207
1.61099E+15,1,0.99661,0.05518,-0.00879
1.61099E+15,2,-1.70904,-0.61037,-0.67141
1.61099E+15,1,0.99759,0.06153,-0.00488
1.61099E+15,2,-1.58696,-0.54933,-0.18311
1.61099E+15,1,1.00101,0.05322,-0.00879
1.61099E+15,2,-1.70904,-0.73244,-0.30519
1.61099E+15,1,0.99368,0.06055,-0.00684
1.61099E+15,2,-1.648,-0.54933,-0.54933
1.61099E+15,1,1.00003,0.05664,-0.00781
1.61099E+15,2,-1.648,-0.73244,0
1.61099E+15,1,0.99612,0.05518,-0.00879
1.61099E+15,2,-1.58696,-0.67141,-0.54933
1.61099E+15,1,0.99612,0.05908,-0.00684
1.61099E+15,2,-1.648,-0.67141,-0.24415
1.61099E+15,1,0.99905,0.05322,-0.00928
1.61099E+15,2,-1.58696,-0.67141,-0.30519
1.61099E+15,1,0.99466,0.05762,-0.00684
1.61099E+15,2,-1.58696,-0.54933,-0.42726
1.61099E+15,1,0.99954,0.05567,-0.00684
1.61099E+15,2,-1.648,-0.61037,-0.12207
1.61099E+15,1,0.99857,0.05615,-0.00781
1.61099E+15,2,-1.52593,-0.67141,-0.42726
1.61099E+15,1,0.99661,0.0586,-0.0083
1.61099E+15,2,-1.70904,-0.73244,-0.30519
1.61099E+15,1,0.99808,0.05713,-0.00781
1.61099E+15,2,-1.46489,-0.67141,-0.24415
1.61099E+15,1,0.99564,0.05762,-0.00684
1.61099E+15,2,-1.52593,-0.61037,-0.42726
1.61099E+15,1,0.99857,0.05811,-0.00537
1.61099E+15,2,-1.52593,-0.73244,-0.24415
1.61099E+15,1,0.99808,0.05518,-0.00732
1.61099E+15,2,-1.648,-0.67141,-0.36622
1.61099E+15,1,0.99564,0.05762,-0.00488
1.61099E+15,2,-1.52593,-0.54933,-0.24415
1.61099E+15,1,0.9971,0.0542,-0.00732
1.61099E+15,2,-1.52593,-0.85452,-0.18311
1.61099E+15,1,0.9971,0.05664,-0.00732
1.61099E+15,2,-1.52593,-0.73244,-0.30519
1.61099E+15,1,0.99808,0.05664,-0.00635
1.61099E+15,2,-1.58696,-0.85452,-0.24415
1.61099E+15,1,0.99808,0.05518,-0.00781
1.61099E+15,2,-1.52593,-0.73244,-0.36622
1.61099E+15,1,0.9971,0.0586,-0.00781
1.61099E+15,2,-1.58696,-0.61037,-0.36622
1.61099E+15,1,0.9971,0.05664,-0.00879
1.61099E+15,2,-1.648,-0.73244,-0.36622
1.61099E+15,1,0.99661,0.05811,-0.00781
1.61099E+15,2,-1.46489,-0.79348,-0.36622
1.61099E+15,1,0.99808,0.05713,-0.00928
1.61099E+15,2,-1.52593,-0.67141,-0.30519
1.61099E+15,1,0.99759,0.05762,-0.00732
1.61099E+15,2,-1.58696,-0.73244,-0.30519
1.61099E+15,1,0.9971,0.05567,-0.00781
1.61099E+15,2,-1.46489,-0.67141,-0.24415
1.61099E+15,1,0.99808,0.05567,-0.00732
1.61099E+15,2,-1.52593,-0.79348,-0.30519
1.61099E+15,1,0.99612,0.05615,-0.00684
1.61099E+15,2,-1.648,-0.67141,-0.36622
1.61099E+15,1,0.99661,0.05518,-0.00684
1.61099E+15,2,-1.46489,-0.79348,-0.24415
1.61099E+15,1,0.99759,0.05518,-0.0083
1.61099E+15,2,-1.52593,-0.79348,-0.24415
1.61099E+15,1,0.99954,0.0586,-0.00586
1.61099E+15,2,-1.70904,-0.61037,-0.42726
1.61099E+15,1,0.99857,0.05664,-0.00684
1.61099E+15,2,-1.52593,-0.67141,-0.36622
1.61099E+15,1,0.99515,0.05664,-0.00732
1.61099E+15,2,-1.70904,-0.54933,-0.42726
1.61099E+15,1,0.99515,0.05469,-0.00879
1.61099E+15,2,-1.648,-0.67141,-0.30519
1.61099E+15,1,1.00101,0.05811,-0.00537
1.61099E+15,2,-1.52593,-0.79348,-0.30519
1.61099E+15,1,1.00052,0.05811,-0.00635
1.61099E+15,2,-1.52593,-0.79348,-0.36622
1.61099E+15,1,0.99808,0.05664,-0.00684
1.61099E+15,2,-1.52593,-0.73244,-0.24415
1.61099E+15,1,0.99612,0.05664,-0.00781
1.61099E+15,2,-1.52593,-0.79348,-0.30519
1.61099E+15,1,0.99808,0.05615,-0.0083
1.61099E+15,2,-1.648,-0.79348,-0.30519
1.61099E+15,1,0.99954,0.05615,-0.00684
1.61099E+15,2,-1.52593,-0.79348,-0.24415
1.61099E+15,1,0.99612,0.05567,-0.00977
1.61099E+15,2,-1.46489,-0.97659,-0.24415
1.61099E+15,1,0.99759,0.05664,-0.00586
1.61099E+15,2,-1.648,-0.61037,-0.30519
1.61099E+15,1,0.99661,0.05664,-0.00781
1.61099E+15,2,-1.46489,-0.73244,-0.30519
1.61099E+15,1,0.9971,0.05811,-0.00684
1.61099E+15,2,-1.648,-0.79348,-0.24415
1.61099E+15,1,0.99759,0.05664,-0.00732
1.61099E+15,2,-1.70904,-0.61037,-0.36622
1.61099E+15,1,0.9971,0.05713,-0.00781
1.61099E+15,2,-1.58696,-0.79348,-0.30519
1.61099E+15,1,0.99954,0.05713,-0.00732
1.61099E+15,2,-1.52593,-0.67141,-0.30519
1.61099E+15,1,0.99808,0.05567,-0.00635
1.61099E+15,2,-1.648,-0.61037,-0.30519
1.61099E+15,1,0.99759,0.05762,-0.00732
1.61099E+15,2,-1.46489,-0.85452,-0.24415
1.61099E+15,1,0.99759,0.05615,-0.00684
1.61099E+15,2,-1.648,-0.79348,-0.36622
1.61099E+15,1,0.99759,0.05713,-0.0083
1.61099E+15,2,-1.40385,-0.79348,-0.30519
1.61099E+15,1,0.99759,0.05713,-0.0083
1.61099E+15,2,-1.52593,-0.85452,-0.30519
1.61099E+15,1,0.9971,0.05615,-0.0083
1.61099E+15,2,-1.58696,-0.67141,-0.36622
1.61099E+15,1,0.9971,0.05469,-0.0083
1.61099E+15,2,-1.648,-0.79348,-0.30519
1.61099E+15,1,0.99808,0.05664,-0.0083
1.61099E+15,2,-1.52593,-0.61037,-0.36622
1.61099E+15,1,0.99661,0.05713,-0.00732
1.61099E+15,2,-1.648,-0.4883,-0.36622
1.61099E+15,1,0.99759,0.05713,-0.00732
1.61099E+15,2,-1.58696,-0.54933,-0.30519
1.61099E+15,1,0.99808,0.05713,-0.00684
1.61099E+15,2,-1.52593,-0.67141,-0.30519
1.61099E+15,1,0.99857,0.05713,-0.00781
1.61099E+15,2,-1.46489,-0.79348,-0.30519
1.61099E+15,1,0.99808,0.05762,-0.00781
1.61099E+15,2,-1.46489,-0.67141,-0.30519
1.61099E+15,1,0.99857,0.05664,-0.00781
1.61099E+15,2,-1.52593,-0.79348,-0.30519
1.61099E+15,1,0.99759,0.05713,-0.00781
1.61099E+15,2,-1.58696,-0.67141,-0.30519
1.61099E+15,1,0.99808,0.05762,-0.00732
1.61099E+15,2,-1.46489,-0.67141,-0.30519
1.61099E+15,1,0.9971,0.05664,-0.0083
1.61099E+15,2,-1.52593,-0.73244,-0.30519
1.61099E+15,1,0.99905,0.05567,-0.00781
1.61099E+15,2,-1.52593,-0.67141,-0.30519
1.61099E+15,1,0.99661,0.05615,-0.0083
1.61099E+15,2,-1.58696,-0.73244,-0.36622
1.61099E+15,1,0.99808,0.05664,-0.00781
1.61099E+15,2,-1.58696,-0.67141,-0.36622
1.61099E+15,1,0.99759,0.05664,-0.00684
1.61099E+15,2,-1.52593,-0.61037,-0.30519
1.61099E+15,1,0.99759,0.05762,-0.00635
1.61099E+15,2,-1.52593,-0.67141,-0.30519
1.61099E+15,1,0.99808,0.05664,-0.00781
1.61099E+15,2,-1.52593,-0.73244,-0.30519
1.61099E+15,1,0.99759,0.05762,-0.00684
1.61099E+15,2,-1.648,-0.67141,-0.36622
1.61099E+15,1,0.99808,0.05664,-0.00732
1.61099E+15,2,-1.46489,-0.79348,-0.24415
1.61099E+15,1,0.99759,0.05664,-0.00781
1.61099E+15,2,-1.40385,-0.61037,-0.30519
1.61099E+15,1,0.99759,0.05664,-0.00635
1.61099E+15,2,-1.70904,-0.54933,-0.30519
1.61099E+15,1,0.99759,0.05567,-0.00732
1.61099E+15,2,-1.52593,-0.67141,-0.30519
1.61099E+15,1,0.99661,0.05664,-0.00781
1.61099E+15,2,-1.52593,-0.67141,-0.30519
1.61099E+15,1,0.99808,0.05664,-0.00635
1.61099E+15,2,-1.40385,-0.73244,-0.24415
1.61099E+15,1,0.99759,0.05664,-0.0083
1.61099E+15,2,-1.648,-0.79348,-0.36622
1.61099E+15,1,0.99661,0.05615,-0.00732
1.61099E+15,2,-1.52593,-0.79348,-0.30519
1.61099E+15,1,0.99759,0.05762,-0.00732
1.61099E+15,2,-1.58696,-0.73244,-0.24415
1.61099E+15,1,0.99759,0.05664,-0.00781
1.61099E+15,2,-1.58696,-0.61037,-0.36622
1.61099E+15,1,0.9971,0.05762,-0.00732
1.61099E+15,2,-1.40385,-0.85452,-0.24415
1.61099E+15,1,0.99954,0.05713,-0.00732
1.61099E+15,2,-1.70904,-0.61037,-0.30519
1.61099E+15,1,0.99661,0.05713,-0.00781
1.61099E+15,2,-1.52593,-0.61037,-0.36622
1.61099E+15,1,0.99808,0.05713,-0.00732
1.61099E+15,2,-1.52593,-0.67141,-0.24415
1.61099E+15,1,0.99759,0.05664,-0.00781
1.61099E+15,2,-1.52593,-0.73244,-0.36622
1.61099E+15,1,0.99612,0.05713,-0.0083
1.61099E+15,2,-1.58696,-0.61037,-0.30519
1.61099E+15,1,0.99661,0.05713,-0.00732
1.61099E+15,2,-1.52593,-0.73244,-0.36622
1.61099E+15,1,0.99808,0.05762,-0.0083
1.61099E+15,2,-1.52593,-0.73244,-0.36622
1.61099E+15,1,0.99857,0.05762,-0.00732
1.61099E+15,2,-1.52593,-0.79348,-0.30519
1.61099E+15,1,0.99759,0.05615,-0.00732
1.61099E+15,2,-1.46489,-0.61037,-0.30519
1.61099E+15,1,0.9971,0.05713,-0.00684
1.61099E+15,2,-1.46489,-0.54933,-0.24415
1.61099E+15,1,0.99954,0.05567,-0.00732
1.61099E+15,2,-1.52593,-0.85452,-0.30519
1.61099E+15,1,0.99808,0.05811,-0.0083
1.61099E+15,2,-1.52593,-0.67141,-0.30519
1.61099E+15,1,0.99857,0.05713,-0.00781
1.61099E+15,2,-1.52593,-0.91556,-0.30519
1.61099E+15,1,0.99759,0.05615,-0.00928
1.61099E+15,2,-1.58696,-0.79348,-0.36622
1.61099E+15,1,0.99661,0.05811,-0.0083
1.61099E+15,2,-1.52593,-0.61037,-0.30519
1.61099E+15,1,0.99759,0.05664,-0.00732
1.61099E+15,2,-1.52593,-0.67141,-0.30519
1.61099E+15,1,0.99661,0.05811,-0.0083
1.61099E+15,2,-1.46489,-0.67141,-0.24415
1.61099E+15,1,0.99759,0.05713,-0.0083
1.61099E+15,2,-1.58696,-0.73244,-0.30519
1.61099E+15,1,0.99808,0.05615,-0.00732
1.61099E+15,2,-1.52593,-0.67141,-0.24415
1.61099E+15,1,0.9971,0.05567,-0.00781
1.61099E+15,2,-1.52593,-0.54933,-0.30519
1.61099E+15,1,0.99759,0.05615,-0.00684
1.61099E+15,2,-1.58696,-0.54933,-0.30519
1.61099E+15,1,0.9971,0.05713,-0.00635
1.61099E+15,2,-1.648,-0.54933,-0.36622
1.61099E+15,1,1.00247,0.05713,-0.00537
1.61099E+15,2,-1.52593,-0.79348,-0.24415
1.61099E+15,1,1.00101,0.05762,-0.00537
1.61099E+15,2,-1.58696,-0.67141,-0.42726
1.61099E+15,1,1.00052,0.06104,-0.00391
1.61099E+15,2,-1.58696,-0.67141,-0.30519
1.61099E+15,1,1.00296,0.0542,-0.00781
1.61099E+15,2,-1.58696,-0.85452,-0.18311
1.61099E+15,1,0.98831,0.05908,-0.0083
1.61099E+15,2,-1.58696,-0.67141,-0.73244
1.61099E+15,1,1.00052,0.05762,-0.00635
1.61099E+15,2,-1.58696,-0.79348,0.24415
1.61099E+15,1,0.99612,0.05127,-0.0083
1.61099E+15,2,-1.52593,-0.61037,-0.67141
1.61099E+15,1,0.99612,0.06348,-0.00391
1.61099E+15,2,-1.648,-0.79348,-0.24415
1.61099E+15,1,1.00101,0.05078,-0.00879
1.61099E+15,2,-1.46489,-0.97659,-0.06104
1.61099E+15,1,0.99564,0.05908,-0.00732
1.61099E+15,2,-1.648,-0.79348,-0.73244
1.61099E+15,1,0.99612,0.05664,-0.00781
1.61099E+15,2,-1.52593,-0.73244,0.06104
1.61099E+15,1,1.00101,0.05469,-0.00732
1.61099E+15,2,-1.46489,-0.73244,-0.4883
1.61099E+15,1,0.99466,0.06006,-0.00635
1.61099E+15,2,-1.52593,-0.79348,-0.36622
1.61099E+15,1,1.00101,0.05518,-0.00732
1.61099E+15,2,-1.58696,-0.79348,-0.12207
1.61099E+15,1,0.99466,0.05615,-0.00781
1.61099E+15,2,-1.52593,-0.79348,-0.54933
1.61099E+15,1,0.99905,0.06006,-0.00586
1.61099E+15,2,-1.46489,-0.73244,-0.06104
1.61099E+15,1,0.99857,0.0542,-0.0083
1.61099E+15,2,-1.58696,-0.73244,-0.36622
1.61099E+15,1,0.99368,0.06055,-0.00537
1.61099E+15,2,-1.648,-0.61037,-0.42726
1.61099E+15,1,0.99954,0.05469,-0.00781
1.61099E+15,2,-1.648,-0.91556,-0.06104
1.61099E+15,1,0.99515,0.05811,-0.00635
1.61099E+15,2,-1.46489,-0.79348,-0.4883
1.61099E+15,1,0.99905,0.05762,-0.00684
1.61099E+15,2,-1.40385,-0.73244,-0.06104
1.61099E+15,1,0.99857,0.05469,-0.00781
1.61099E+15,2,-1.52593,-0.73244,-0.42726
1.61099E+15,1,0.99661,0.05811,-0.00537
1.61099E+15,2,-1.52593,-0.67141,-0.30519
1.61099E+15,1,0.99954,0.05469,-0.00781
1.61099E+15,2,-1.52593,-0.91556,-0.18311
1.61099E+15,1,0.99612,0.05713,-0.00732
1.61099E+15,2,-1.648,-0.85452,-0.4883
1.61099E+15,1,0.99857,0.05664,-0.00732
1.61099E+15,2,-1.58696,-0.79348,-0.18311
1.61099E+15,1,0.99954,0.05567,-0.00732
1.61099E+15,2,-1.52593,-0.79348,-0.36622
1.61099E+15,1,0.99612,0.05908,-0.00781
1.61099E+15,2,-1.58696,-0.85452,-0.42726
1.61099E+15,1,0.99857,0.05664,-0.00879
1.61099E+15,2,-1.52593,-0.67141,-0.18311
1.61099E+15,1,0.99564,0.05713,-0.00684
1.61099E+15,2,-1.46489,-0.79348,-0.36622
1.61099E+15,1,0.99612,0.05811,-0.00732
1.61099E+15,2,-1.46489,-0.85452,-0.24415
1.61099E+15,1,0.99857,0.05567,-0.00586
1.61099E+15,2,-1.46489,-0.67141,-0.30519
1.61099E+15,1,0.99661,0.05713,-0.00684
1.61099E+15,2,-1.52593,-0.67141,-0.30519
1.61099E+15,1,0.99857,0.05664,-0.00684
1.61099E+15,2,-1.46489,-0.85452,-0.24415
1.61099E+15,1,0.99759,0.05713,-0.00732
1.61099E+15,2,-1.52593,-0.73244,-0.36622
1.61099E+15,1,0.99905,0.05762,-0.00684
1.61099E+15,2,-1.648,-0.54933,-0.30519
1.61099E+15,1,0.99905,0.05615,-0.00684
1.61099E+15,2,-1.58696,-0.67141,-0.30519
1.61099E+15,1,0.99661,0.05762,-0.00732
1.61099E+15,2,-1.58696,-0.61037,-0.36622
1.61099E+15,1,0.99857,0.05615,-0.00684
1.61099E+15,2,-1.52593,-0.85452,-0.24415
1.61099E+15,1,0.99808,0.05713,-0.00781
1.61099E+15,2,-1.648,-0.61037,-0.42726
1.61099E+15,1,0.99661,0.05762,-0.00684
1.61099E+15,2,-1.648,-0.61037,-0.30519
1.61099E+15,1,0.99759,0.05615,-0.0083
1.61099E+15,2,-1.648,-0.79348,-0.36622
1.61099E+15,1,0.99612,0.05664,-0.00781
1.61099E+15,2,-1.52593,-0.67141,-0.30519
1.61099E+15,1,0.9971,0.05664,-0.00781
1.61099E+15,2,-1.648,-0.73244,-0.30519
1.61099E+15,1,0.99808,0.05664,-0.00684
1.61099E+15,2,-1.40385,-0.67141,-0.36622
1.61099E+15,1,0.99661,0.05811,-0.00928
1.61099E+15,2,-1.52593,-0.67141,-0.30519
1.61099E+15,1,0.99808,0.05762,-0.0083
1.61099E+15,2,-1.58696,-0.67141,-0.30519
1.61099E+15,1,0.99759,0.05713,-0.00732
1.61099E+15,2,-1.46489,-0.79348,-0.30519
1.61099E+15,1,0.99808,0.05664,-0.00732
1.61099E+15,2,-1.58696,-0.73244,-0.24415
1.61099E+15,1,0.9971,0.05664,-0.00781
1.61099E+15,2,-1.52593,-0.73244,-0.30519
1.61099E+15,1,0.99759,0.05762,-0.00781
1.61099E+15,2,-1.58696,-0.85452,-0.30519
1.61099E+15,1,0.99857,0.05664,-0.00635
1.61099E+15,2,-1.52593,-0.61037,-0.30519
1.61099E+15,1,0.9971,0.05615,-0.00732
1.61099E+15,2,-1.58696,-0.79348,-0.30519
1.61099E+15,1,0.9971,0.05615,-0.00732
1.61099E+15,2,-1.648,-0.73244,-0.30519
1.61099E+15,1,0.99808,0.05567,-0.00684
1.61099E+15,2,-1.58696,-0.73244,-0.36622
1.61099E+15,1,0.99661,0.05713,-0.00781
1.61099E+15,2,-1.58696,-0.67141,-0.30519
1.61099E+15,1,0.99661,0.05811,-0.00684
1.61099E+15,2,-1.52593,-0.73244,-0.30519
1.61099E+15,1,0.9971,0.05664,-0.00684
1.61099E+15,2,-1.52593,-0.79348,-0.36622
1.61099E+15,1,0.9971,0.05664,-0.00635
1.61099E+15,2,-1.70904,-0.67141,-0.30519
1.61099E+15,1,0.99857,0.05615,-0.00684
1.61099E+15,2,-1.46489,-0.85452,-0.30519
1.61099E+15,1,0.9971,0.05811,-0.00684
1.61099E+15,2,-1.46489,-0.79348,-0.36622
1.61099E+15,1,1.00247,0.05811,-0.00488
1.61099E+15,2,-1.648,-0.97659,-0.12207
1.61099E+15,1,1.00638,0.06006,-0.00391
1.61099E+15,2,-1.52593,-0.54933,-0.42726
1.61099E+15,1,1.00101,0.05811,-0.00635
1.61099E+15,2,-1.58696,-0.79348,-0.30519
1.61099E+15,1,0.99124,0.05274,-0.01025
1.61099E+15,2,-1.648,-0.67141,-0.42726
1.61099E+15,1,0.98489,0.05274,-0.01172
1.61099E+15,2,-1.52593,-0.79348,-0.36622
1.61099E+15,1,0.99661,0.05664,-0.00684
1.61099E+15,2,-1.52593,-0.73244,-0.18311
1.61099E+15,1,1.00345,0.0586,-0.00537
1.61099E+15,2,-1.52593,-0.91556,-0.30519
1.61099E+15,1,1.0015,0.06006,-0.00439
1.61099E+15,2,-1.648,-0.54933,-0.30519
1.61099E+15,1,0.99759,0.05518,-0.00781
1.61099E+15,2,-1.52593,-0.67141,-0.42726
1.61099E+15,1,0.99466,0.05713,-0.00781
1.61099E+15,2,-1.58696,-0.61037,-0.30519
1.61099E+15,1,0.99759,0.05664,-0.0083
1.61099E+15,2,-1.52593,-0.73244,-0.24415
1.61099E+15,1,0.99808,0.05567,-0.0083
1.61099E+15,2,-1.52593,-0.97659,-0.30519
1.61099E+15,1,0.99759,0.05957,-0.00684
1.61099E+15,2,-1.52593,-0.73244,-0.30519
1.61099E+15,1,0.99954,0.05664,-0.00879
1.61099E+15,2,-1.648,-0.79348,-0.30519
1.61099E+15,1,0.99515,0.05762,-0.0083
1.61099E+15,2,-1.52593,-0.73244,-0.30519
1.61099E+15,1,0.99759,0.05615,-0.0083
1.61099E+15,2,-1.58696,-0.61037,-0.18311
1.61099E+15,1,0.99857,0.05713,-0.00732
1.61099E+15,2,-1.58696,-0.73244,-0.30519
1.61099E+15,1,0.99808,0.05811,-0.00684
1.61099E+15,2,-1.58696,-0.67141,-0.30519
1.61099E+15,1,0.9971,0.05567,-0.00732
1.61099E+15,2,-1.40385,-0.73244,-0.30519
1.61099E+15,1,0.99612,0.05615,-0.00781
1.61099E+15,2,-1.648,-0.79348,-0.36622
1.61099E+15,1,0.99612,0.05762,-0.00684
1.61099E+15,2,-1.58696,-0.73244,-0.30519
1.61099E+15,1,0.99759,0.05615,-0.00732
1.61099E+15,2,-1.648,-0.61037,-0.30519
1.61099E+15,1,0.99759,0.05713,-0.00732
1.61099E+15,2,-1.52593,-0.73244,-0.30519
1.61099E+15,1,0.99808,0.05615,-0.00684
1.61099E+15,2,-1.58696,-0.54933,-0.30519
1.61099E+15,1,0.9971,0.05664,-0.00732
1.61099E+15,2,-1.52593,-0.67141,-0.36622
1.61099E+15,1,0.99661,0.05713,-0.00684
1.61099E+15,2,-1.58696,-0.73244,-0.30519
1.61099E+15,1,0.99759,0.05567,-0.00781
1.61099E+15,2,-1.52593,-0.79348,-0.30519
1.61099E+15,1,0.99759,0.05713,-0.0083
1.61099E+15,2,-1.46489,-0.67141,-0.24415
1.61099E+15,1,0.99808,0.05615,-0.00732
1.61099E+15,2,-1.52593,-0.79348,-0.30519
1.61099E+15,1,0.9971,0.05615,-0.00781
1.61099E+15,2,-1.648,-0.79348,-0.36622
1.61099E+15,1,0.99661,0.05567,-0.0083
1.61099E+15,2,-1.46489,-0.73244,-0.30519
1.61099E+15,1,0.9971,0.05713,-0.0083
1.61099E+15,2,-1.46489,-0.67141,-0.30519
1.61099E+15,1,0.99661,0.05567,-0.00684
1.61099E+15,2,-1.648,-0.54933,-0.30519
1.61099E+15,1,0.99759,0.05713,-0.00635
1.61099E+15,2,-1.52593,-0.79348,-0.30519
1.61099E+15,1,0.99759,0.05811,-0.00684
1.61099E+15,2,-1.46489,-0.73244,-0.36622
1.61099E+15,1,0.99808,0.05713,-0.00635
1.61099E+15,2,-1.648,-0.61037,-0.30519
1.61099E+15,1,0.9971,0.05615,-0.00635
1.61099E+15,2,-1.70904,-0.67141,-0.30519
1.61099E+15,1,0.99808,0.05713,-0.00781
1.61099E+15,2,-1.52593,-0.61037,-0.36622
1.61099E+15,1,0.99759,0.05615,-0.00732
1.61099E+15,2,-1.648,-0.73244,-0.30519
1.61099E+15,1,0.9971,0.05518,-0.00684
1.61099E+15,2,-1.46489,-0.79348,-0.30519
1.61099E+15,1,0.9971,0.05615,-0.00732
1.61099E+15,2,-1.58696,-0.79348,-0.30519
1.61099E+15,1,0.9971,0.05713,-0.00684
1.61099E+15,2,-1.58696,-0.79348,-0.30519
1.61099E+15,1,1.00101,0.05713,-0.00732
1.61099E+15,2,-1.52593,-0.67141,-0.24415
1.61099E+15,1,0.99271,0.05615,-0.01074
1.61099E+15,2,-1.58696,-0.42726,-0.4883
1.61099E+15,1,0.98831,0.05371,-0.01172
1.61099E+15,2,-1.46489,-0.85452,-0.18311
1.61099E+15,1,1.00296,0.06006,-0.00439
1.61099E+15,2,-1.52593,-0.97659,-0.30519
1.61099E+15,1,1.01419,0.06201,-0.00342
1.61099E+15,2,-1.58696,-0.67141,-0.36622
1.61099E+15,1,1.00589,0.0625,-0.00244
